age,education,marital_status,income,expenditure,days,children,wines,fruits,meat,fish,sweets,gold
60,Postgraduate,Married,70421.0,767,186,1,479,28,136,75,14,35
49,Undergraduate,Divorced,60161.0,1071,799,1,584,44,212,46,8,177
41,Postgraduate,Married,73926.0,1580,669,0,627,91,597,159,91,15
46,Postgraduate,Married,19329.0,60,382,1,24,1,16,12,2,5
44,Postgraduate,Married,61872.0,573,383,1,330,5,159,36,27,16
58,Postgraduate,Widow,46984.0,41,645,2,19,1,10,2,1,8
63,Postgraduate,Married,34838.0,170,711,2,28,23,29,29,14,47
70,Postgraduate,Single,82716.0,1167,421,0,606,148,228,15,148,22
56,Postgraduate,Married,48192.0,1526,634,0,1039,43,204,153,58,29
38,Postgraduate,Married,49681.0,458,422,2,411,0,26,0,0,21
43,Postgraduate,Married,56850.0,63,283,1,34,1,19,2,7,0
57,Postgraduate,Married,55267.0,405,436,1,161,28,136,32,3,45
42,Postgraduate,Married,59666.0,1027,649,2,623,53,178,23,17,133
42,Postgraduate,Single,72504.0,1478,634,1,604,26,470,123,161,94
33,Postgraduate,Married,26872.0,72,441,0,3,10,8,3,16,32
42,Postgraduate,Single,21359.0,48,620,1,12,2,17,6,1,10
39,Postgraduate,Single,73170.0,726,214,0,184,174,256,50,30,32
59,Postgraduate,Married,52750.0,860,695,1,393,0,239,90,69,69
28,Postgraduate,Married,91820.0,1497,403,0,410,73,747,76,161,30
44,Postgraduate,Married,65968.0,495,233,1,376,9,83,19,4,4
38,Postgraduate,Married,30772.0,20,294,2,7,2,4,2,1,4
60,Postgraduate,Single,22507.0,570,767,0,68,0,226,51,157,68
42,Postgraduate,Married,65685.0,769,277,1,642,14,49,0,7,57
36,Undergraduate,Married,25804.0,55,486,1,8,7,9,13,6,12
34,Postgraduate,Single,76412.0,1808,605,0,840,53,804,23,71,17
42,Postgraduate,Married,22063.0,55,510,1,7,10,13,3,11,11
53,Postgraduate,Single,57091.0,577,199,0,464,5,64,7,0,37
51,Postgraduate,Married,22419.0,162,622,0,30,3,47,19,21,42
55,Postgraduate,Married,87771.0,1957,588,1,1492,38,287,50,57,33
55,Undergraduate,Divorced,78353.0,1576,624,1,752,122,476,39,153,34
60,Postgraduate,Married,93404.0,1616,603,3,1279,15,287,20,0,15
52,Postgraduate,Divorced,37859.0,36,718,3,22,1,8,2,1,2
56,Postgraduate,Widow,80995.0,1482,599,1,860,28,409,73,56,56
30,Postgraduate,Married,16529.0,22,305,1,3,0,5,13,0,1
38,Postgraduate,Divorced,55412.0,63,404,2,10,5,28,11,1,8
22,Postgraduate,Single,48789.0,680,842,0,351,16,156,7,5,145
47,Postgraduate,Married,56575.0,542,605,2,421,5,90,0,16,10
34,Undergraduate,Married,25130.0,50,455,1,2,5,7,0,18,18
47,Postgraduate,Married,35441.0,39,685,2,25,1,9,2,1,1
58,Postgraduate,Married,71391.0,1043,642,1,336,123,274,46,123,141
42,Postgraduate,Single,49494.0,385,615,1,191,9,97,0,6,82
34,Postgraduate,Divorced,81702.0,1633,829,0,563,50,774,28,31,187
34,Undergraduate,Single,45889.0,46,547,1,31,0,6,0,1,8
37,Postgraduate,Single,56628.0,761,285,1,479,5,82,7,17,171
64,Postgraduate,Married,34026.0,76,513,2,18,6,15,12,8,17
40,Postgraduate,Married,40049.0,290,762,1,91,65,52,10,44,28
26,Postgraduate,Single,34176.0,89,233,1,5,7,24,19,14,20
33,Postgraduate,Married,19419.0,70,781,1,2,14,28,16,3,7
54,Undergraduate,Married,82504.0,1066,522,0,362,50,431,134,35,54
44,Postgraduate,Married,81205.0,2009,352,0,724,74,929,97,55,130
23,Undergraduate,Single,61618.0,1345,823,0,605,91,399,0,45,205
58,Postgraduate,Single,55284.0,764,737,1,547,7,140,0,7,63
51,Postgraduate,Single,49980.0,195,434,1,104,1,54,13,9,14
34,Postgraduate,Married,15072.0,53,600,2,8,2,15,0,10,18
40,Postgraduate,Single,49166.0,368,566,1,224,2,25,7,0,110
60,Postgraduate,Married,65324.0,544,354,1,384,0,102,21,32,5
57,Undergraduate,Married,82347.0,1853,785,0,556,54,845,202,133,63
48,Postgraduate,Married,30843.0,35,219,2,24,0,2,0,0,9
40,Postgraduate,Married,46374.0,446,289,1,408,0,21,0,0,17
35,Postgraduate,Single,60474.0,1180,639,1,265,199,303,234,9,170
41,Postgraduate,Married,38576.0,41,302,1,34,0,7,0,0,0
29,Postgraduate,Married,55357.0,727,680,2,374,64,116,84,25,64
48,Postgraduate,Married,37758.0,40,818,2,27,2,10,0,0,1
25,Undergraduate,Married,85710.0,1062,605,0,600,20,350,29,30,33
45,Postgraduate,Married,23228.0,40,339,1,13,2,18,6,1,0
45,Postgraduate,Married,44602.0,292,319,2,167,2,89,0,0,34
27,Postgraduate,Married,7500.0,15,721,0,0,2,3,4,1,5
25,Undergraduate,Married,38683.0,341,818,1,46,35,69,84,41,66
39,Undergraduate,Single,49514.0,369,379,1,88,39,78,58,13,93
41,Postgraduate,Married,57906.0,401,568,1,243,11,119,10,3,15
48,Postgraduate,Single,43456.0,393,645,1,275,11,68,25,7,7
28,Postgraduate,Single,19485.0,10,463,2,6,0,4,0,0,0
36,Postgraduate,Married,53172.0,486,604,1,121,62,90,68,20,125
35,Postgraduate,Married,30545.0,69,805,1,4,12,15,19,7,12
31,Postgraduate,Married,70123.0,1727,459,0,1308,0,396,23,0,0
55,Postgraduate,Single,62450.0,995,359,1,515,47,267,62,66,38
38,Postgraduate,Married,21675.0,45,203,1,4,0,16,17,4,4
33,Undergraduate,Single,42395.0,182,271,2,48,13,57,24,15,25
36,Postgraduate,Married,61346.0,989,451,1,562,58,168,43,16,142
61,Postgraduate,Married,80812.0,1677,470,0,769,22,500,210,143,33
43,Postgraduate,Divorced,42835.0,595,549,2,379,4,93,12,9,98
31,Postgraduate,Married,39922.0,156,685,1,29,12,59,19,1,36
58,Postgraduate,Single,86424.0,1226,270,0,387,68,569,89,45,68
36,Undergraduate,Married,17117.0,128,713,1,12,23,38,30,18,7
42,Postgraduate,Single,24762.0,86,324,1,6,10,12,3,15,40
39,Postgraduate,Married,35797.0,68,806,1,27,1,14,4,1,21
39,Postgraduate,Divorced,36627.0,16,526,2,9,1,5,0,0,1
33,Undergraduate,Married,51111.0,55,195,2,22,0,19,6,5,3
42,Postgraduate,Single,86857.0,2114,840,0,899,102,838,133,102,40
44,Postgraduate,Married,82072.0,2018,547,0,889,55,685,168,92,129
61,Postgraduate,Single,46231.0,263,765,3,189,2,55,0,5,12
55,Postgraduate,Married,42243.0,55,385,2,48,0,2,0,0,5
52,Postgraduate,Married,51195.0,564,639,2,230,14,156,82,24,58
36,Postgraduate,Single,68092.0,1281,380,0,852,60,207,78,36,48
41,Postgraduate,Married,31814.0,83,690,1,35,3,20,4,1,20
49,Postgraduate,Widow,51390.0,353,844,2,205,20,47,23,2,56
31,Postgraduate,Married,76630.0,1003,351,0,255,31,446,40,56,175
23,Undergraduate,Single,26868.0,14,245,1,0,0,1,8,3,2
71,Postgraduate,Divorced,48948.0,902,698,0,437,8,206,160,49,42
42,Postgraduate,Single,55260.0,1139,749,1,825,8,53,11,0,242
58,Postgraduate,Married,64090.0,797,511,1,316,58,161,76,51,135
56,Postgraduate,Divorced,78331.0,1638,342,1,756,138,354,160,169,61
40,Postgraduate,Married,37087.0,401,507,1,194,55,134,15,0,3
28,Postgraduate,Divorced,21846.0,84,435,1,7,17,18,6,10,26
56,Postgraduate,Married,81320.0,928,693,0,183,33,493,59,103,57
44,Postgraduate,Divorced,54137.0,203,502,1,171,0,11,0,1,20
47,Postgraduate,Married,66825.0,858,535,0,243,101,405,29,40,40
41,Postgraduate,Married,57100.0,409,392,0,181,21,69,39,3,96
45,Postgraduate,Married,58917.0,282,647,3,151,7,89,0,7,28
37,Postgraduate,Single,85072.0,1423,266,0,494,92,391,194,11,241
53,Postgraduate,Single,86429.0,1449,405,0,464,28,873,29,18,37
43,Postgraduate,Widow,45684.0,28,394,1,5,1,5,10,0,7
40,Postgraduate,Married,47889.0,67,361,1,29,0,29,0,5,4
28,Postgraduate,Married,45921.0,199,296,0,102,9,49,24,3,12
48,Postgraduate,Single,78420.0,1453,550,0,604,28,674,91,28,28
22,Postgraduate,Married,75114.0,1253,419,0,571,12,523,63,60,24
51,Postgraduate,Widow,52278.0,1198,705,1,953,0,71,0,0,174
42,Postgraduate,Married,35641.0,178,535,1,63,3,67,8,9,28
20,Postgraduate,Single,95529.0,1990,758,0,770,29,890,250,27,24
60,Postgraduate,Married,62820.0,976,599,0,398,61,265,138,61,53
54,Postgraduate,Married,73113.0,1001,370,0,741,19,154,50,9,28
32,Postgraduate,Married,84169.0,1919,511,0,1478,19,403,0,19,0
60,Undergraduate,Single,42607.0,350,409,1,156,29,56,30,32,47
60,Postgraduate,Single,74637.0,1650,592,0,960,64,464,146,0,16
59,Postgraduate,Married,46015.0,46,262,2,38,0,2,0,0,6
21,Postgraduate,Single,72354.0,1228,623,0,315,26,473,220,12,182
45,Postgraduate,Single,39858.0,95,706,1,15,20,25,2,7,26
66,Postgraduate,Married,34469.0,62,241,2,19,6,20,0,5,12
28,Postgraduate,Married,83033.0,1761,227,1,812,99,431,237,149,33
35,Postgraduate,Married,24401.0,467,852,0,73,28,217,10,24,115
36,Postgraduate,Married,77583.0,1149,324,0,372,23,384,250,12,108
32,Undergraduate,Single,74116.0,2052,366,0,871,111,704,145,55,166
21,Postgraduate,Single,74293.0,1127,241,0,375,152,335,93,91,81
38,Postgraduate,Married,68397.0,1416,409,1,760,80,466,17,13,80
40,Postgraduate,Married,79632.0,1113,267,0,471,0,510,99,21,12
25,Postgraduate,Single,46107.0,125,324,1,31,9,27,16,9,33
63,Postgraduate,Single,64950.0,966,871,1,819,0,72,12,0,63
25,Undergraduate,Married,25443.0,32,739,1,1,4,3,8,9,7
62,Postgraduate,Single,75127.0,833,223,0,203,35,305,46,17,227
43,Postgraduate,Married,32892.0,46,220,1,26,0,15,2,1,2
43,Postgraduate,Married,71796.0,960,433,0,354,21,311,167,75,32
44,Postgraduate,Married,67536.0,1829,588,1,1253,0,447,23,71,35
43,Postgraduate,Single,55239.0,779,535,1,371,17,238,23,24,106
39,Postgraduate,Divorced,60554.0,811,509,1,588,7,76,110,15,15
62,Undergraduate,Single,64831.0,1120,569,2,480,86,249,75,86,144
52,Postgraduate,Married,56067.0,725,529,1,517,12,54,16,6,120
31,Postgraduate,Divorced,82025.0,1187,582,0,267,98,606,48,70,98
61,Postgraduate,Married,94384.0,2302,667,0,1111,24,790,160,45,172
28,Undergraduate,Single,14906.0,66,739,0,7,7,14,7,16,15
27,Postgraduate,Married,51563.0,1250,821,0,1166,0,48,0,0,36
32,Undergraduate,Married,57937.0,683,318,1,261,42,144,55,48,133
35,Postgraduate,Divorced,68274.0,305,457,2,135,25,51,23,25,46
37,Postgraduate,Married,39771.0,50,390,1,6,2,18,2,8,14
39,Undergraduate,Divorced,67893.0,995,821,1,711,28,142,49,18,47
35,Postgraduate,Married,27922.0,41,235,1,11,0,13,2,4,11
38,Postgraduate,Married,52190.0,77,237,2,42,0,17,0,0,18
41,Postgraduate,Divorced,44051.0,171,701,2,79,7,58,6,3,18
43,Postgraduate,Single,42767.0,131,599,2,20,6,43,19,5,38
38,Postgraduate,Married,46106.0,54,234,2,30,0,8,2,0,14
38,Postgraduate,Married,16927.0,53,689,2,20,2,23,3,1,4
49,Postgraduate,Married,59754.0,475,760,1,115,27,44,4,146,139
62,Postgraduate,Single,53700.0,694,866,1,263,5,233,69,41,83
41,Postgraduate,Married,59041.0,96,238,2,69,2,15,2,2,6
57,Postgraduate,Divorced,54237.0,361,613,1,267,3,30,4,0,57
47,Postgraduate,Divorced,70647.0,1079,831,1,561,85,171,25,123,114
52,Postgraduate,Single,52597.0,578,238,1,492,0,37,7,0,42
45,Postgraduate,Married,41021.0,64,731,1,14,7,9,6,16,12
39,Postgraduate,Married,40233.0,149,443,1,80,4,46,0,17,2
34,Postgraduate,Married,50183.0,231,189,2,97,12,84,13,10,15
55,Postgraduate,Married,54753.0,728,475,1,197,107,227,7,59,131
41,Postgraduate,Married,92955.0,1778,499,0,693,21,925,31,24,84
41,Postgraduate,Married,33471.0,93,810,1,43,2,27,0,9,12
40,Postgraduate,Married,34596.0,23,627,1,14,0,2,0,0,7
34,Postgraduate,Married,44010.0,662,809,1,186,36,234,86,72,48
26,Postgraduate,Married,84219.0,1198,332,0,434,137,400,45,137,45
46,Postgraduate,Married,40706.0,81,713,3,59,0,11,4,2,5
26,Undergraduate,Married,15716.0,92,779,1,16,5,30,8,7,26
55,Undergraduate,Divorced,59052.0,491,409,1,230,35,75,63,57,31
43,Postgraduate,Married,80573.0,1564,808,0,829,138,430,60,92,15
52,Postgraduate,Married,83715.0,926,331,0,318,8,407,150,35,8
55,Postgraduate,Married,82576.0,1910,882,0,1206,55,445,168,18,18
49,Postgraduate,Married,56962.0,411,446,3,292,3,77,10,3,26
62,Postgraduate,Married,35704.0,94,362,2,30,9,12,2,11,30
60,Postgraduate,Married,53103.0,1085,475,1,729,17,133,11,0,195
54,Undergraduate,Widow,46779.0,23,537,2,12,1,3,0,0,7
49,Postgraduate,Divorced,4861.0,6,192,0,2,1,1,1,0,1
35,Postgraduate,Divorced,33462.0,54,511,1,22,3,18,0,0,11
36,Postgraduate,Divorced,63693.0,1150,443,1,587,43,337,42,87,54
64,Postgraduate,Married,80763.0,1415,503,0,674,168,108,192,42,231
40,Postgraduate,Married,65352.0,405,497,1,284,3,84,4,7,23
36,Postgraduate,Married,82170.0,1908,401,0,1023,93,651,49,55,37
45,Postgraduate,Married,75759.0,2486,432,0,1394,22,708,89,91,182
38,Undergraduate,Single,79689.0,1315,598,0,311,26,640,180,37,121
58,Postgraduate,Widow,35340.0,45,185,2,27,0,12,0,1,5
60,Postgraduate,Divorced,85683.0,1789,285,0,1296,17,311,45,69,51
42,Undergraduate,Married,24884.0,19,762,1,3,6,7,0,0,3
33,Postgraduate,Married,42021.0,573,852,1,393,5,136,7,5,27
25,Postgraduate,Single,64449.0,805,316,1,218,63,282,137,35,70
60,Postgraduate,Divorced,64587.0,108,192,2,66,0,16,0,6,20
19,Postgraduate,Single,34824.0,23,280,0,4,2,11,2,0,4
36,Postgraduate,Married,75437.0,1493,417,0,795,0,545,95,58,0
57,Postgraduate,Married,26091.0,89,309,2,15,10,19,8,17,20
41,Postgraduate,Married,52845.0,936,505,1,384,25,292,130,41,64
58,Postgraduate,Divorced,46086.0,343,423,1,244,8,32,7,2,50
58,Postgraduate,Widow,78028.0,528,842,1,158,19,288,25,0,38
27,Postgraduate,Single,95169.0,1901,448,0,1285,21,449,106,20,20
33,Undergraduate,Married,56337.0,724,644,2,349,16,144,28,5,182
27,Postgraduate,Married,22434.0,58,686,1,4,12,11,3,13,15
60,Postgraduate,Married,36930.0,297,593,1,223,2,31,0,2,39
60,Postgraduate,Single,36130.0,488,697,1,157,43,127,68,56,37
61,Postgraduate,Married,65569.0,859,786,1,397,46,288,20,38,70
62,Postgraduate,Married,83844.0,1574,598,0,901,31,345,75,31,191
46,Postgraduate,Married,19514.0,69,339,2,14,3,21,2,1,28
51,Postgraduate,Single,36736.0,17,600,2,10,0,3,0,0,4
35,Postgraduate,Married,77568.0,2194,858,1,1230,0,396,232,178,158
38,Postgraduate,Married,49187.0,116,354,1,81,1,31,2,1,0
36,Postgraduate,Single,30168.0,279,664,1,154,20,66,0,12,27
46,Postgraduate,Married,34053.0,103,842,1,63,0,21,7,0,12
43,Postgraduate,Married,38196.0,44,257,2,30,0,11,0,0,3
63,Postgraduate,Married,59412.0,406,256,0,90,67,165,30,43,11
49,Undergraduate,Married,70924.0,1363,268,0,635,114,254,132,152,76
45,Postgraduate,Married,54165.0,236,582,0,127,4,73,15,6,11
41,Postgraduate,Married,32300.0,39,727,1,13,3,6,6,5,6
38,Postgraduate,Single,20180.0,137,679,0,18,42,24,15,20,18
41,Postgraduate,Married,34961.0,79,195,1,45,2,26,4,1,1
40,Postgraduate,Married,28440.0,63,542,1,38,1,24,0,0,0
61,Postgraduate,Married,64504.0,1314,667,3,986,36,168,16,0,108
48,Postgraduate,Married,33564.0,71,190,1,61,0,3,0,0,7
36,Postgraduate,Married,17345.0,58,788,1,4,9,16,17,0,12
47,Postgraduate,Married,56320.0,702,632,1,201,53,172,116,77,83
36,Postgraduate,Single,28647.0,94,497,1,19,8,29,0,12,26
27,Undergraduate,Single,15038.0,80,701,1,4,8,11,19,12,26
56,Postgraduate,Divorced,32173.0,22,517,1,18,0,2,0,0,2
50,Undergraduate,Married,68316.0,1211,787,1,806,80,161,120,11,33
43,Postgraduate,Married,74538.0,1461,550,0,380,98,733,110,112,28
43,Postgraduate,Single,91700.0,1968,713,0,576,172,961,125,115,19
45,Postgraduate,Married,68695.0,1091,189,0,458,81,356,106,50,40
37,Undergraduate,Married,31056.0,55,708,1,5,10,13,3,8,16
41,Postgraduate,Married,79593.0,1366,233,0,350,60,568,110,133,145
34,Postgraduate,Single,28071.0,313,854,0,39,33,130,41,26,44
56,Postgraduate,Married,37334.0,62,308,2,26,1,16,2,2,15
42,Postgraduate,Single,46423.0,92,469,2,68,0,16,0,0,8
43,Postgraduate,Married,37126.0,72,276,1,45,3,9,4,4,7
61,Postgraduate,Married,47703.0,655,581,1,359,0,134,13,26,123
55,Postgraduate,Married,61180.0,704,252,1,403,24,29,6,24,218
60,Postgraduate,Married,38998.0,54,788,2,34,1,14,0,0,5
23,Postgraduate,Single,8028.0,178,834,0,73,18,66,7,12,2
52,Postgraduate,Married,76081.0,1033,222,0,292,30,415,63,33,200
28,Postgraduate,Married,34728.0,36,519,1,14,0,16,0,0,6
49,Postgraduate,Single,33168.0,122,809,1,80,1,37,0,1,3
48,Postgraduate,Married,33585.0,122,462,1,30,11,33,13,6,29
54,Postgraduate,Married,77037.0,1123,444,1,463,96,333,168,53,10
30,Postgraduate,Married,35196.0,497,778,1,75,12,141,43,39,187
48,Postgraduate,Married,44529.0,691,544,1,538,13,91,17,6,26
49,Undergraduate,Married,70924.0,1363,268,0,635,114,254,132,152,76
48,Postgraduate,Married,28764.0,12,209,2,8,0,3,0,0,1
65,Postgraduate,Married,69098.0,2440,683,0,1315,22,780,145,0,178
44,Undergraduate,Divorced,25959.0,56,685,2,4,2,12,7,5,26
31,Postgraduate,Married,27100.0,37,635,1,12,0,13,2,0,10
29,Postgraduate,Single,70596.0,968,817,0,347,44,534,17,0,26
40,Postgraduate,Married,42557.0,270,854,1,192,5,53,0,5,15
63,Postgraduate,Married,53312.0,278,509,0,241,0,12,0,0,25
62,Postgraduate,Single,72228.0,1250,764,0,631,28,491,30,14,56
27,Postgraduate,Married,67605.0,938,640,0,336,28,282,184,54,54
65,Postgraduate,Married,62845.0,1178,821,2,1099,0,45,0,0,34
56,Postgraduate,Married,65196.0,1155,524,2,743,19,181,12,0,200
27,Postgraduate,Single,42000.0,653,720,0,124,83,267,85,59,35
41,Postgraduate,Divorced,35860.0,49,226,2,15,0,8,4,2,20
50,Postgraduate,Married,65526.0,506,264,1,397,19,69,12,0,9
53,Postgraduate,Married,16860.0,38,840,2,10,4,4,3,3,14
22,Postgraduate,Single,83528.0,1650,244,0,530,117,678,134,44,147
49,Undergraduate,Divorced,64176.0,1826,880,1,1215,33,249,64,116,149
58,Postgraduate,Divorced,22304.0,18,879,0,3,2,7,0,4,2
36,Postgraduate,Married,67023.0,906,302,0,444,44,382,11,8,17
43,Postgraduate,Married,32892.0,46,220,1,26,0,15,2,1,2
48,Postgraduate,Married,70713.0,1477,758,1,736,114,279,82,76,190
59,Postgraduate,Married,59925.0,766,761,1,473,21,176,19,21,56
61,Postgraduate,Married,39722.0,47,310,1,32,0,5,2,0,8
56,Postgraduate,Married,46610.0,467,531,0,288,10,30,4,10,125
53,Postgraduate,Married,88347.0,2116,546,0,1050,178,555,77,138,118
33,Postgraduate,Married,87171.0,1298,609,0,1001,44,107,58,44,44
38,Undergraduate,Married,26907.0,22,498,2,9,1,7,0,3,2
46,Postgraduate,Single,50014.0,396,343,1,234,14,77,19,10,42
36,Postgraduate,Married,41014.0,20,618,1,7,2,6,2,0,3
49,Postgraduate,Single,66294.0,967,289,0,251,108,334,65,92,117
43,Postgraduate,Married,36715.0,357,774,1,172,10,125,21,13,16
58,Postgraduate,Married,79456.0,1401,861,0,565,42,548,64,83,99
32,Postgraduate,Married,40479.0,15,501,1,5,0,8,2,0,0
44,Postgraduate,Single,75345.0,2087,697,0,918,57,842,99,38,133
37,Postgraduate,Married,54233.0,981,695,1,652,8,158,21,0,142
44,Postgraduate,Single,24163.0,17,445,2,4,1,7,2,1,2
56,Postgraduate,Married,84460.0,523,726,0,152,27,103,106,54,81
31,Postgraduate,Married,43776.0,23,242,1,8,0,9,2,1,3
56,Postgraduate,Single,71691.0,1192,289,0,336,130,411,240,32,43
41,Postgraduate,Married,85844.0,1958,216,0,938,19,843,25,95,38
40,Postgraduate,Single,39190.0,133,249,1,68,8,18,19,8,12
55,Postgraduate,Married,71367.0,777,495,0,227,23,389,42,21,75
42,Postgraduate,Single,38578.0,73,557,2,38,4,22,3,3,3
49,Postgraduate,Married,57236.0,121,294,2,105,0,9,2,1,4
35,Postgraduate,Single,61825.0,424,511,1,162,50,100,55,30,27
56,Postgraduate,Divorced,79803.0,868,212,1,574,8,216,21,16,33
28,Undergraduate,Single,80910.0,756,791,0,160,80,369,67,39,41
32,Postgraduate,Married,27590.0,12,617,1,6,0,5,0,0,1
35,Postgraduate,Married,56775.0,937,728,1,614,35,160,58,35,35
39,Postgraduate,Divorced,83829.0,1862,449,0,897,161,430,186,161,27
35,Undergraduate,Married,54210.0,367,590,1,70,54,109,80,9,45
28,Postgraduate,Married,38508.0,443,516,1,120,19,206,25,19,54
44,Postgraduate,Married,53187.0,267,431,1,211,2,30,7,7,10
42,Postgraduate,Married,30023.0,61,282,1,11,0,16,7,6,21
54,Postgraduate,Single,76045.0,1323,411,0,760,53,400,17,93,0
62,Postgraduate,Married,50870.0,63,195,1,53,0,8,0,0,2
44,Undergraduate,Married,15315.0,64,515,0,7,4,13,15,8,17
40,Undergraduate,Married,65463.0,562,335,1,391,32,70,21,32,16
49,Postgraduate,Married,66480.0,312,214,2,199,9,57,20,21,6
60,Postgraduate,Divorced,76773.0,1156,674,0,516,56,449,86,33,16
31,Undergraduate,Single,81698.0,1104,670,0,709,45,115,30,160,45
41,Postgraduate,Single,54466.0,16,325,2,12,0,4,0,0,0
54,Postgraduate,Single,98777.0,2008,317,0,1000,19,711,125,115,38
30,Postgraduate,Single,16269.0,44,488,1,19,3,18,3,1,0
43,Postgraduate,Married,71819.0,1574,490,1,1224,28,140,0,14,168
31,Postgraduate,Married,33569.0,63,441,1,16,2,18,3,0,24
31,Postgraduate,Married,36262.0,426,467,0,88,39,54,64,28,153
48,Undergraduate,Married,22634.0,96,714,0,2,23,11,8,6,46
36,Undergraduate,Married,47025.0,635,475,1,508,11,59,23,5,29
46,Postgraduate,Single,70566.0,757,451,1,381,28,215,84,28,21
35,Postgraduate,Married,31605.0,125,769,1,74,0,42,2,1,6
41,Postgraduate,Divorced,52034.0,332,593,2,146,0,93,7,13,73
35,Postgraduate,Single,48526.0,135,372,1,23,17,23,43,20,9
60,Postgraduate,Married,46734.0,330,773,1,110,5,137,26,23,29
52,Postgraduate,Divorced,39552.0,384,743,2,165,3,147,4,24,41
48,Postgraduate,Single,86358.0,1722,875,2,957,47,494,82,47,95
37,Postgraduate,Married,46931.0,78,251,3,41,0,17,3,1,16
29,Undergraduate,Single,16581.0,24,718,0,1,3,4,2,3,11
62,Undergraduate,Divorced,63998.0,1168,376,0,176,29,818,0,33,112
63,Postgraduate,Married,67381.0,957,715,1,815,8,53,11,0,70
47,Postgraduate,Single,25930.0,15,447,2,6,1,2,2,0,4
36,Postgraduate,Married,42693.0,57,207,1,8,4,20,6,3,16
38,Postgraduate,Married,85606.0,1956,779,1,717,42,864,219,30,84
29,Postgraduate,Single,72903.0,2013,428,0,1067,138,750,0,19,39
40,Undergraduate,Married,49669.0,326,221,1,166,5,107,11,8,29
46,Postgraduate,Married,36778.0,77,878,2,29,4,34,2,4,4
52,Postgraduate,Divorced,85696.0,1313,607,0,714,76,395,116,0,12
25,Postgraduate,Divorced,10979.0,30,223,0,8,4,10,2,2,4
53,Postgraduate,Married,49678.0,315,697,1,229,5,56,3,2,20
61,Postgraduate,Married,56129.0,660,559,1,320,48,133,39,72,48
25,Postgraduate,Married,37155.0,74,699,1,23,0,26,7,15,3
36,Undergraduate,Divorced,21282.0,46,234,1,1,5,8,4,8,20
52,Postgraduate,Single,33419.0,86,501,1,56,0,12,0,0,18
69,Postgraduate,Widow,63285.0,1103,421,0,508,124,249,50,38,134
40,Postgraduate,Married,21255.0,61,344,1,29,0,25,2,2,3
33,Postgraduate,Married,42162.0,145,407,1,46,7,59,2,4,27
58,Postgraduate,Married,54450.0,684,838,2,454,0,171,8,19,32
60,Postgraduate,Married,57744.0,411,414,1,350,3,39,0,0,19
28,Postgraduate,Single,26576.0,27,809,1,10,0,8,0,0,9
71,Postgraduate,Widow,57513.0,1060,543,0,735,40,183,52,20,30
50,Postgraduate,Married,68142.0,1459,854,1,897,126,196,91,112,37
35,Postgraduate,Married,7500.0,18,854,1,5,2,3,3,0,5
40,Postgraduate,Married,83145.0,1833,830,0,777,35,731,39,137,114
54,Postgraduate,Married,54197.0,237,272,1,162,6,37,6,13,13
51,Postgraduate,Single,23091.0,48,217,2,35,0,11,0,0,2
38,Postgraduate,Married,46049.0,515,528,2,342,9,112,19,14,19
40,Postgraduate,Married,56715.0,1020,756,0,258,105,239,237,172,9
53,Postgraduate,Married,79410.0,1370,216,0,658,80,483,123,13,13
63,Postgraduate,Married,57304.0,1026,660,1,356,80,329,138,17,106
49,Postgraduate,Married,44375.0,301,283,1,213,5,28,7,7,41
58,Postgraduate,Married,54450.0,684,838,2,454,0,171,8,19,32
49,Postgraduate,Married,59594.0,499,802,1,457,4,29,0,0,9
20,Postgraduate,Married,80685.0,1004,861,0,241,45,604,34,26,54
40,Postgraduate,Married,40344.0,218,444,1,210,0,6,0,0,2
42,Postgraduate,Married,62710.0,606,587,1,441,35,83,7,29,11
46,Undergraduate,Married,48985.0,75,544,1,19,13,18,10,7,8
46,Postgraduate,Married,35322.0,106,861,3,28,9,37,12,7,13
66,Postgraduate,Married,77142.0,990,581,0,476,75,162,29,151,97
45,Postgraduate,Single,81657.0,1097,343,0,364,40,425,158,60,50
18,Undergraduate,Married,14421.0,16,317,0,0,0,2,3,3,8
40,Undergraduate,Married,20130.0,34,289,0,0,6,3,7,6,12
24,Postgraduate,Married,74214.0,1711,857,0,863,83,547,86,99,33
57,Postgraduate,Married,66726.0,438,353,2,349,7,35,0,0,47
35,Undergraduate,Married,23724.0,75,722,1,5,23,15,0,18,14
54,Postgraduate,Married,47353.0,225,413,1,184,2,19,8,8,4
62,Postgraduate,Married,33444.0,18,788,2,8,0,8,0,0,2
33,Postgraduate,Married,54386.0,470,593,1,277,21,64,62,21,25
33,Postgraduate,Divorced,28510.0,91,627,2,44,5,19,0,4,19
23,Postgraduate,Single,90638.0,2525,321,0,1156,120,915,94,144,96
64,Postgraduate,Married,48070.0,504,717,1,373,14,83,6,9,19
57,Postgraduate,Married,43140.0,235,725,1,134,8,76,6,0,11
53,Postgraduate,Divorced,54959.0,1232,711,1,1148,0,60,0,0,24
56,Undergraduate,Single,15056.0,88,607,2,6,12,3,21,6,40
43,Postgraduate,Single,26954.0,17,237,1,4,1,11,0,0,1
29,Postgraduate,Single,22327.0,24,516,1,5,4,8,2,0,5
49,Postgraduate,Married,44393.0,60,496,2,24,2,20,2,2,10
62,Postgraduate,Single,62000.0,1020,493,1,899,0,101,0,0,20
